__mclCluster	name	MAA	score
1148.0	ITIH3	0.5	0.0
1148.0	SPINT2	0.5	0.272714418721
1156.0	ADAM10	0.5	0.272714418721
1156.0	OR4S2	0.5	0.0
1158.0	SPARC	0.5	0.272714418721
1158.0	VCAM1	0.5	0.0
1179.0	CSTB	0.5	0.0
1179.0	CTSH	0.5	0.272714418721
1199.0	LEF1	0.5	0.272714418721
1199.0	NRARP	0.5	0.0
1207.0	IGFBP5	0.5	0.272714418721
1207.0	PAPPA2	0.5	0.0
1217.0	GFI1	0.5	0.272714418721
1217.0	U2AF1L4	0.5	0.0
1219.0	ALG10	0.5	0.0
1219.0	KCNH2	0.5	0.272714418721
1227.0	GHRHR	0.5	0.272714418721
1227.0	MLNR	0.5	0.0
1249.0	TMPRSS15	0.5	0.0
1249.0	TNFRSF11A	0.5	0.272714418721
1251.0	CXCL14	0.5	0.0
1251.0	CXCR4	0.5	0.272714418721
1276.0	WIF1	0.5	0.272714418721
1276.0	WNT11	0.5	0.0
1311.0	CD1B	0.5	0.0
1311.0	PSAP	0.5	0.272714418721
1312.0	CTAG1B	0.5	0.272714418721
1312.0	HLA-DRB4	0.5	0.0
1319.0	BMP4	0.5	0.272714418721
1319.0	GREM2	0.5	0.0
1330.0	IL32	0.5	0.0
1330.0	ITGAV	0.5	0.272714418721
1334.0	PMS2	0.5	0.272714418721
1334.0	PSD2	0.5	0.0
1344.0	KPNA5	0.5	0.0
1344.0	SKP2	0.5	0.272714418721
1352.0	BIRC5	0.5	0.272714418721
1352.0	KCNJ6	0.5	0.0
1370.0	ALOX15B	0.5	0.272714418721
1370.0	ERAL1	0.5	0.0
1380.0	RECK	0.5	0.272714418721
1380.0	TRIM69	0.5	0.0
862.0	IRAK1	0.480006912925	0.0
862.0	PRKD1	0.480006912925	0.272714418721
862.0	TLR5	0.480006912925	0.12
895.0	FAF2	0.480006912925	0.12
895.0	GPD2	0.480006912925	0.272714418721
895.0	LPCAT1	0.480006912925	0.0
527.0	CAMP	0.477502685677	0.0
527.0	KLK14	0.477502685677	0.272714418721
527.0	KLK5	0.477502685677	0.128173050727
527.0	SPINK5	0.477502685677	0.12
1139.0	GSTO1	0.477359301545	0.12
1139.0	GSTT1	0.477359301545	0.140365528884
641.0	EFEMP2	0.470259202831	0.120271441872
641.0	ELN	0.470259202831	0.0
641.0	FBLN5	0.470259202831	0.12
641.0	SOD3	0.470259202831	0.272714418721
1196.0	JAZF1	0.444360501941	0.122367031979
1196.0	MAP3K7	0.444360501941	0.12
816.0	LRP2	0.443350657125	0.122724350242
816.0	M6PR	0.443350657125	0.12
816.0	SHBG	0.443350657125	0.12
1007.0	EHBP1	0.440020738774	0.24
1007.0	TAF9	0.440020738774	0.0
1092.0	BRD4	0.440020738774	0.12
1092.0	PGAM2	0.440020738774	0.12
315.0	ALPL	0.408335082304	0.272714418721
315.0	CRIP2	0.408335082304	0.0
315.0	NME5	0.408335082304	0.0
315.0	NR1H4	0.408335082304	0.0
315.0	RELA	0.408335082304	0.272714418721
315.0	UXT	0.408335082304	0.122724350242
399.0	GPHN	0.4	0.0
399.0	PIN1	0.4	0.272714418721
399.0	PPM1D	0.4	0.0
399.0	RUNX2	0.4	0.272714418721
399.0	SULT4A1	0.4	0.0
450.0	APBB1	0.4	0.0
450.0	CDC25A	0.4	0.272714418721
450.0	FAM193B	0.4	0.0
450.0	MAPK8	0.4	0.272714418721
450.0	PKN2	0.4	0.0
474.0	FAM129A	0.4	0.0
474.0	FOXK1	0.4	0.0
474.0	HEMGN	0.4	0.0
474.0	NPM1	0.4	0.272714418721
474.0	PELP1	0.4	0.272714418721
528.0	PALD1	0.367169943804	0.0
528.0	SIGIRR	0.367169943804	0.0
528.0	TLR4	0.367169943804	0.127815732464
528.0	TLR9	0.367169943804	0.272714418721
576.0	CCL13	0.362751456901	0.0
576.0	CXCL6	0.362751456901	0.0
576.0	MMP1	0.362751456901	0.272714418721
576.0	TIMP4	0.362751456901	0.122995792115
661.0	IGFBP7	0.360233652684	0.125720142357
661.0	PDGFC	0.360233652684	0.0
661.0	PLAU	0.360233652684	0.136346101455
661.0	ST14	0.360233652684	0.13089740097
652.0	ASXL1	0.360005184694	0.0
652.0	EBF2	0.360005184694	0.12
652.0	RARB	0.360005184694	0.272714418721
652.0	ZNF423	0.360005184694	0.0
594.0	GSPT1	0.333996889183	0.0
594.0	IQGAP1	0.333996889183	0.0
594.0	NPHS2	0.333996889183	0.0
594.0	RNASEL	0.333996889183	0.364343069953
178.0	A1BG	0.333333333333	0.0
178.0	APOB	0.333333333333	0.0
178.0	HPX	0.333333333333	0.0
178.0	ITGAL	0.333333333333	0.0
178.0	LGALS3	0.333333333333	0.272714418721
178.0	LGALS8	0.333333333333	0.272714418721
178.0	LGALS9	0.333333333333	0.0
178.0	MUC1	0.333333333333	0.272714418721
178.0	ORM1	0.333333333333	0.0
354.0	DNM1L	0.333333333333	0.0
354.0	MAGEA1	0.333333333333	0.272714418721
354.0	MAGEA3	0.333333333333	0.272714418721
354.0	PGAM5	0.333333333333	0.0
354.0	RRM2	0.333333333333	0.0
354.0	SCG3	0.333333333333	0.0
703.0	ATG16L2	0.333333333333	0.0
703.0	CHUK	0.333333333333	0.272714418721
703.0	FKBP8	0.333333333333	0.0
707.0	EPOR	0.333333333333	0.272714418721
707.0	SYP	0.333333333333	0.0
707.0	VAMP2	0.333333333333	0.0
715.0	BHLHA15	0.333333333333	0.0
715.0	MYOD1	0.333333333333	0.0
715.0	NUPR1	0.333333333333	0.272714418721
717.0	GATA1	0.333333333333	0.0
717.0	HEY1	0.333333333333	0.272714418721
717.0	ZBTB22	0.333333333333	0.0
722.0	MOK	0.333333333333	0.0
722.0	S100P	0.333333333333	0.272714418721
722.0	SDF4	0.333333333333	0.0
723.0	BCL2L13	0.333333333333	0.0
723.0	HSPD1	0.333333333333	0.272714418721
723.0	SLC25A4	0.333333333333	0.0
732.0	AREG	0.333333333333	0.272714418721
732.0	S100A2	0.333333333333	0.0
732.0	S100A5	0.333333333333	0.0
739.0	CSF1	0.333333333333	0.0
739.0	GAPDH	0.333333333333	0.272714418721
739.0	NUDT2	0.333333333333	0.0
751.0	FZD2	0.333333333333	0.0
751.0	ROR2	0.333333333333	0.0
751.0	WNT5A	0.333333333333	0.272714418721
757.0	CBFB	0.333333333333	0.0
757.0	DHX36	0.333333333333	0.0
757.0	TLR1	0.333333333333	0.272714418721
761.0	IKBKB	0.333333333333	0.272714418721
761.0	MLST8	0.333333333333	0.0
761.0	ZC3H12A	0.333333333333	0.0
774.0	FGA	0.333333333333	0.0
774.0	FGG	0.333333333333	0.272714418721
774.0	HRG	0.333333333333	0.0
778.0	CCNB1	0.333333333333	0.272714418721
778.0	UBE2C	0.333333333333	0.0
778.0	UBE3D	0.333333333333	0.0
796.0	GKN2	0.333333333333	0.0
796.0	MUC6	0.333333333333	0.272714418721
796.0	TFF1	0.333333333333	0.0
797.0	CNOT2	0.333333333333	0.0
797.0	CNOT7	0.333333333333	0.0
797.0	SCARA3	0.333333333333	0.272714418721
814.0	CACNA1H	0.333333333333	0.272714418721
814.0	PPP3CB	0.333333333333	0.0
814.0	TBC1D10C	0.333333333333	0.0
815.0	HBZ	0.333333333333	0.0
815.0	JUND	0.333333333333	0.272714418721
815.0	SLC25A12	0.333333333333	0.0
846.0	CSNK2A1	0.333333333333	0.272714418721
846.0	KRI1	0.333333333333	0.0
846.0	SLC39A7	0.333333333333	0.0
859.0	GNA12	0.333333333333	0.272714418721
859.0	S1PR5	0.333333333333	0.0
859.0	SGPP1	0.333333333333	0.0
866.0	BARX2	0.333333333333	0.0
866.0	EPC1	0.333333333333	0.0
866.0	SRF	0.333333333333	0.272714418721
901.0	LSM1	0.333333333333	0.272714418721
901.0	PRPF3	0.333333333333	0.0
901.0	ZBTB8A	0.333333333333	0.0
902.0	APOBEC1	0.333333333333	0.0
902.0	KPNA2	0.333333333333	0.0
902.0	TXNIP	0.333333333333	0.272714418721
917.0	MMP2	0.333333333333	0.272714418721
917.0	SCUBE1	0.333333333333	0.0
917.0	SCUBE3	0.333333333333	0.0
927.0	PLG	0.333333333333	0.272714418721
927.0	PLGRKT	0.333333333333	0.0
927.0	SERPINB13	0.333333333333	0.0
937.0	BCAR1	0.333333333333	0.272714418721
937.0	FYB	0.333333333333	0.0
937.0	PEAK1	0.333333333333	0.0
938.0	CD46	0.333333333333	0.0
938.0	JAG1	0.333333333333	0.272714418721
938.0	NEURL1	0.333333333333	0.0
139.0	ADCYAP1	0.314545477171	0.272714418721
139.0	AVPR1A	0.314545477171	0.0
139.0	DPP4	0.314545477171	0.272714418721
139.0	FAP	0.314545477171	0.0
139.0	GCG	0.314545477171	0.0
139.0	GHRH	0.314545477171	0.272714418721
139.0	GIP	0.314545477171	0.0
139.0	NPPB	0.314545477171	0.0
139.0	PYY	0.314545477171	0.0
139.0	TAC1	0.314545477171	0.0
139.0	VIP	0.314545477171	0.125448700485
716.0	DEGS1	0.297235668403	0.12
716.0	FOXP4	0.297235668403	0.123181357595
716.0	MOB1A	0.297235668403	0.0
845.0	CASP2	0.293347159183	0.0
845.0	PRKDC	0.293347159183	0.12
845.0	ZIC2	0.293347159183	0.12
437.0	CTRC	0.289740053022	0.0
437.0	GZMM	0.289740053022	0.0
437.0	KLK4	0.289740053022	0.272714418721
437.0	SERPINA3	0.289740053022	0.122367031979
437.0	SGCD	0.289740053022	0.0
1059.0	PTGIS	0.277940023507	0.0
1059.0	PTGS2	0.277940023507	0.1515965039
1090.0	CCR10	0.270954478429	0.0
1090.0	CXCL12	0.270954478429	0.147786386169
235.0	CYB5A	0.26562153082	0.0
235.0	CYP17A1	0.26562153082	0.133535874821
235.0	CYP2E1	0.26562153082	0.12
235.0	CYP3A4	0.26562153082	0.122995792115
235.0	CYP3A5	0.26562153082	0.130540082706
235.0	CYP4A11	0.26562153082	0.0
235.0	CYP4F2	0.26562153082	0.0
1310.0	CPM	0.263453057814	0.0
1310.0	EGF	0.263453057814	0.143694895044
310.0	CXCL1	0.253986685717	0.0
310.0	CXCL2	0.253986685717	0.0
310.0	HAPLN1	0.253986685717	0.0
310.0	MMP10	0.253986685717	0.0
310.0	MMP26	0.253986685717	0.272714418721
310.0	MMP9	0.253986685717	0.142880569428
277.0	DUSP26	0.250188617602	0.0
277.0	GSTP1	0.250188617602	0.204895885219
277.0	KIF3A	0.250188617602	0.0
277.0	MAPK14	0.250188617602	0.272714418721
277.0	NOXA1	0.250188617602	0.0
277.0	PTPRR	0.250188617602	0.0
277.0	RHOU	0.250188617602	0.0
496.0	ANP32A	0.25	0.0
496.0	F9	0.25	0.0
496.0	GZMA	0.25	0.0
496.0	SERPINC1	0.25	0.272714418721
525.0	DMKN	0.25	0.0
525.0	HSPA5	0.25	0.272714418721
525.0	HSPA6	0.25	0.0
525.0	TMEM67	0.25	0.0
536.0	DYNC2LI1	0.25	0.0
536.0	HECW1	0.25	0.0
536.0	RNF43	0.25	0.0
536.0	SOD1	0.25	0.272714418721
539.0	GNA13	0.25	0.272714418721
539.0	GPR17	0.25	0.0
539.0	S1PR4	0.25	0.0
539.0	SIVA1	0.25	0.0
545.0	CYTH2	0.25	0.0
545.0	MYD88	0.25	0.0
545.0	PTK2B	0.25	0.272714418721
545.0	STAP1	0.25	0.0
552.0	CLSTN1	0.25	0.0
552.0	HSPG2	0.25	0.272714418721
552.0	LTBP2	0.25	0.0
552.0	VWA1	0.25	0.0
554.0	ADORA1	0.25	0.0
554.0	ADORA2A	0.25	0.0
554.0	CNR1	0.25	0.272714418721
554.0	USP4	0.25	0.0
583.0	CTNNA3	0.25	0.0
583.0	MKNK1	0.25	0.0
583.0	SPRY1	0.25	0.0
583.0	SPRY2	0.25	0.272714418721
588.0	CSF2RA	0.25	0.0
588.0	SDC2	0.25	0.0
588.0	SDC4	0.25	0.0
588.0	TIAM1	0.25	0.272714418721
613.0	ERBB4	0.25	0.272714418721
613.0	GRIN1	0.25	0.0
613.0	LRRC1	0.25	0.0
613.0	PLCB4	0.25	0.0
614.0	CCR2	0.25	0.272714418721
614.0	DEFB103B	0.25	0.0
614.0	DEFB4B	0.25	0.0
614.0	HMGN2	0.25	0.0
615.0	RAMP1	0.25	0.0
615.0	RAMP2	0.25	0.0
615.0	SLC31A2	0.25	0.0
615.0	VIPR1	0.25	0.272714418721
626.0	CTGF	0.25	0.0
626.0	FGFR1OP	0.25	0.0
626.0	FGFR2	0.25	0.272714418721
626.0	FGFR3	0.25	0.0
643.0	GP1BA	0.25	0.0
643.0	GP1BB	0.25	0.0
643.0	PLEKHH2	0.25	0.0
643.0	TGFB1I1	0.25	0.272714418721
645.0	ADAM8	0.25	0.0
645.0	FST	0.25	0.0
645.0	FSTL3	0.25	0.0
645.0	GLI2	0.25	0.272714418721
649.0	BRAP	0.25	0.0
649.0	HES6	0.25	0.0
649.0	TWIST1	0.25	0.272714418721
649.0	TWIST2	0.25	0.0
650.0	AKAP5	0.25	0.0
650.0	GABRB3	0.25	0.0
650.0	RLN1	0.25	0.272714418721
650.0	RXFP1	0.25	0.0
655.0	TGFB2	0.25	0.272714418721
655.0	TGFBRAP1	0.25	0.0
655.0	UVRAG	0.25	0.0
655.0	VPS33A	0.25	0.0
660.0	GAS1	0.25	0.0
660.0	HHIP	0.25	0.0
660.0	IHH	0.25	0.0
660.0	SHH	0.25	0.272714418721
1071.0	FBLN2	0.249979634547	0.0
1071.0	ITGB3	0.249979634547	0.136346101455
337.0	ANKS1B	0.244509108591	0.0
337.0	ITGA6	0.244509108591	0.127372537808
337.0	ITGA9	0.244509108591	0.0
337.0	ITGB7	0.244509108591	0.0
337.0	MAPK8IP1	0.244509108591	0.272714418721
337.0	SAT1	0.244509108591	0.0
143.0	CEBPG	0.244002073877	0.0
143.0	CITED1	0.244002073877	0.0
143.0	EPHB4	0.244002073877	0.272714418721
143.0	HHEX	0.244002073877	0.0
143.0	ITGAX	0.244002073877	0.0
143.0	JUN	0.244002073877	0.272714418721
143.0	NFE2L2	0.244002073877	0.12
143.0	RNF187	0.244002073877	0.0
143.0	SLC4A8	0.244002073877	0.0
143.0	SNRK	0.244002073877	0.0
324.0	CD37	0.240832901275	0.0
324.0	ERAS	0.240832901275	0.0
324.0	IL3	0.240832901275	0.0
324.0	PIK3CD	0.240832901275	0.12135720936
324.0	PIK3CG	0.240832901275	0.272714418721
324.0	SMPD2	0.240832901275	0.0
314.0	NRP1	0.240169345425	0.120271441872
314.0	NRP2	0.240169345425	0.0
314.0	PLXNA1	0.240169345425	0.0
314.0	PLXNA2	0.240169345425	0.0
314.0	VEGFC	0.240169345425	0.272714418721
314.0	VEGFD	0.240169345425	0.0
68.0	ATOH1	0.240003456462	0.0
68.0	CUX1	0.240003456462	0.0
68.0	ERF	0.240003456462	0.0
68.0	FOXA3	0.240003456462	0.12
68.0	FOXC1	0.240003456462	0.12
68.0	HMGB1	0.240003456462	0.272714418721
68.0	HOXB3	0.240003456462	0.0
68.0	HOXC6	0.240003456462	0.0
68.0	HOXD10	0.240003456462	0.0
68.0	HOXD11	0.240003456462	0.0
68.0	MAD1L1	0.240003456462	0.12
68.0	MNT	0.240003456462	0.0
68.0	NEUROD6	0.240003456462	0.0
68.0	PBX1	0.240003456462	0.272714418721
68.0	PPP2R3A	0.240003456462	0.0
68.0	RFX1	0.240003456462	0.0
68.0	SOX18	0.240003456462	0.0
68.0	ZFP36	0.240003456462	0.272714418721
1177.0	BAD	0.235990335743	0.128715934472
1177.0	BCL2L11	0.235990335743	0.0
1107.0	TLR6	0.23000012444	0.125448700485
1107.0	TRAP1	0.23000012444	0.0
1099.0	CD151	0.228331467656	0.0
1099.0	MMP7	0.228331467656	0.124538566955
1076.0	NDRG1	0.225502913802	0.122995792115
1076.0	ZNF155	0.225502913802	0.0
980.0	EIF3H	0.225005246913	0.122724350242
980.0	TMEM203	0.225005246913	0.0
1186.0	TXNDC17	0.225005246913	0.0
1186.0	TYMS	0.225005246913	0.122724350242
1299.0	PODXL	0.225005246913	0.122724350242
1299.0	SELE	0.225005246913	0.0
343.0	ASB8	0.224501510476	0.0
343.0	ETV4	0.224501510476	0.125720142357
343.0	HOXB13	0.224501510476	0.241628651232
343.0	HOXD4	0.224501510476	0.0
343.0	TIGD4	0.224501510476	0.0
343.0	ZNF490	0.224501510476	0.0
1307.0	HOOK3	0.223991704491	0.0
1307.0	MSR1	0.223991704491	0.122171534977
193.0	ADAMTS1	0.222222222222	0.272714418721
193.0	COL23A1	0.222222222222	0.0
193.0	DSG3	0.222222222222	0.0
193.0	FURIN	0.222222222222	0.0
193.0	MMP28	0.222222222222	0.0
193.0	NAGPA	0.222222222222	0.0
193.0	SORCS1	0.222222222222	0.0
193.0	VCAN	0.222222222222	0.272714418721
193.0	ZP4	0.222222222222	0.0
1018.0	RHBDF1	0.222001036938	0.0
1018.0	TGFA	0.222001036938	0.121085767488
1206.0	EBI3	0.22150337005	0.0
1206.0	IL27	0.22150337005	0.120814325616
1349.0	CDCA7L	0.220508036275	0.0
1349.0	ZGPAT	0.220508036275	0.120271441872
1006.0	ATAD3A	0.220010369387	0.12
1006.0	PSMD6	0.220010369387	0.0
1028.0	ARID1A	0.220010369387	0.0
1028.0	TOP2A	0.220010369387	0.12
1078.0	AIM2	0.220010369387	0.0
1078.0	EIF2AK2	0.220010369387	0.12
1083.0	PPP3CA	0.220010369387	0.12
1083.0	USP14	0.220010369387	0.0
1098.0	CCR6	0.220010369387	0.0
1098.0	DEFB1	0.220010369387	0.12
1108.0	AKAP12	0.220010369387	0.0
1108.0	PDE4D	0.220010369387	0.12
1125.0	ERP27	0.220010369387	0.0
1125.0	PDIA3	0.220010369387	0.12
1209.0	SERINC3	0.220010369387	0.12
1209.0	VDAC3	0.220010369387	0.0
1273.0	MTHFD2	0.220010369387	0.0
1273.0	NAGK	0.220010369387	0.12
1278.0	MND1	0.220010369387	0.0
1278.0	PSMC3IP	0.220010369387	0.12
1327.0	ATP7B	0.220010369387	0.12
1327.0	GLRX	0.220010369387	0.0
1355.0	PRDX4	0.220010369387	0.0
1355.0	TXNDC5	0.220010369387	0.12
177.0	ABTB2	0.211445220998	0.0
177.0	CCND2	0.211445220998	0.122995792115
177.0	CCND3	0.211445220998	0.272714418721
177.0	CCNF	0.211445220998	0.0
177.0	CDKN1B	0.211445220998	0.123267233987
177.0	FBXO7	0.211445220998	0.0
177.0	GPS1	0.211445220998	0.0
177.0	HINT1	0.211445220998	0.0
177.0	RBX1	0.211445220998	0.0
231.0	ATM	0.209953586999	0.128087174336
231.0	ATMIN	0.209953586999	0.0
231.0	CDC6	0.209953586999	0.272714418721
231.0	CDKN2C	0.209953586999	0.0
231.0	CXXC5	0.209953586999	0.0
231.0	FBXO31	0.209953586999	0.0
231.0	PTS	0.209953586999	0.0
237.0	ADCY1	0.205717248396	0.0
237.0	CXCR2	0.205717248396	0.0
237.0	GNAI2	0.205717248396	0.0
237.0	GTF3A	0.205717248396	0.0
237.0	LHB	0.205717248396	0.272714418721
237.0	NCF1	0.205717248396	0.0
237.0	RASD1	0.205717248396	0.12
241.0	AEN	0.203414954951	0.0
241.0	CHPF	0.203414954951	0.0
241.0	CKAP4	0.203414954951	0.0
241.0	LMCD1	0.203414954951	0.0
241.0	NKX3-1	0.203414954951	0.148319338391
241.0	SP5	0.203414954951	0.12
241.0	ZBTB7A	0.203414954951	0.12
367.0	CFL1	0.2	0.0
367.0	CLCN5	0.2	0.0
367.0	LIMK1	0.2	0.272714418721
367.0	NRK	0.2	0.0
367.0	PLD1	0.2	0.0
376.0	FHL2	0.2	0.272714418721
376.0	KIAA1217	0.2	0.0
376.0	RFX3	0.2	0.0
376.0	SPHK2	0.2	0.0
376.0	ZBTB25	0.2	0.0
378.0	DTYMK	0.2	0.0
378.0	MEPCE	0.2	0.0
378.0	PURA	0.2	0.272714418721
378.0	SDE2	0.2	0.0
378.0	UBE2NL	0.2	0.0
387.0	KCNA1	0.2	0.0
387.0	KCNA3	0.2	0.0
387.0	KCNA4	0.2	0.0
387.0	KCNRG	0.2	0.272714418721
387.0	ROBO2	0.2	0.0
388.0	ASXL2	0.2	0.0
388.0	HACE1	0.2	0.0
388.0	RAB4A	0.2	0.0
388.0	RARA	0.2	0.272714418721
388.0	WTIP	0.2	0.0
397.0	BATF	0.2	0.0
397.0	BATF2	0.2	0.0
397.0	DBP	0.2	0.0
397.0	EPAS1	0.2	0.272714418721
397.0	RBM4	0.2	0.0
401.0	ASF1A	0.2	0.0
401.0	GINS3	0.2	0.0
401.0	MCM2	0.2	0.272714418721
401.0	MCM6	0.2	0.0
401.0	MMS22L	0.2	0.0
403.0	ACTN2	0.2	0.0
403.0	ANG	0.2	0.272714418721
403.0	CACNA1D	0.2	0.0
403.0	FBXL22	0.2	0.0
403.0	LRP12	0.2	0.0
414.0	BIRC7	0.2	0.0
414.0	HTRA4	0.2	0.0
414.0	RNF10	0.2	0.0
414.0	TRIM25	0.2	0.0
414.0	XIAP	0.2	0.272714418721
418.0	GGH	0.2	0.0
418.0	NAXD	0.2	0.0
418.0	SGTA	0.2	0.272714418721
418.0	SYNCRIP	0.2	0.0
418.0	SYT11	0.2	0.0
422.0	CIB1	0.2	0.0
422.0	FABP3	0.2	0.0
422.0	ITGA2	0.2	0.272714418721
422.0	TRIP10	0.2	0.0
422.0	WASL	0.2	0.0
426.0	ECH1	0.2	0.0
426.0	F8A3	0.2	0.0
426.0	FUT7	0.2	0.0
426.0	GLDC	0.2	0.0
426.0	TLR10	0.2	0.272714418721
434.0	COPB1	0.2	0.0
434.0	COPE	0.2	0.272714418721
434.0	COPG1	0.2	0.0
434.0	DDHD2	0.2	0.0
434.0	DRD3	0.2	0.0
435.0	ARHGAP35	0.2	0.0
435.0	RGS14	0.2	0.0
435.0	RND1	0.2	0.0
435.0	RND2	0.2	0.0
435.0	RND3	0.2	0.272714418721
440.0	FKBP1A	0.2	0.0
440.0	RNF165	0.2	0.0
440.0	SKIL	0.2	0.0
440.0	SMAD6	0.2	0.0
440.0	SMAD7	0.2	0.272714418721
445.0	BIN1	0.2	0.272714418721
445.0	CACNA1C	0.2	0.0
445.0	CACNB1	0.2	0.0
445.0	CACNB2	0.2	0.0
445.0	GEM	0.2	0.0
452.0	NCKAP1L	0.2	0.0
452.0	NOTCH1	0.2	0.272714418721
452.0	NUMBL	0.2	0.0
452.0	RBP3	0.2	0.0
452.0	WDR11	0.2	0.0
459.0	IFT88	0.2	0.0
459.0	MAPKAPK2	0.2	0.272714418721
459.0	PREX1	0.2	0.0
459.0	SMNDC1	0.2	0.0
459.0	WWC3	0.2	0.0
461.0	ARHGEF19	0.2	0.0
461.0	DAAM1	0.2	0.0
461.0	DVL1	0.2	0.272714418721
461.0	FNBP1L	0.2	0.0
461.0	RHOD	0.2	0.0
472.0	AATK	0.2	0.0
472.0	C1orf61	0.2	0.0
472.0	CDK5	0.2	0.272714418721
472.0	FSD1	0.2	0.0
472.0	MYCN	0.2	0.0
479.0	C2CD5	0.2	0.0
479.0	ESRRA	0.2	0.272714418721
479.0	SPICE1	0.2	0.0
479.0	TRRAP	0.2	0.0
479.0	ZNF606	0.2	0.0
481.0	ACR	0.2	0.0
481.0	CRB2	0.2	0.0
481.0	GALNTL5	0.2	0.0
481.0	TERF2	0.2	0.0
481.0	TP53BP1	0.2	0.272714418721
148.0	ACPP	0.188872100388	0.12
148.0	CD19	0.188872100388	0.0
148.0	CMTM3	0.188872100388	0.0
148.0	DUSP22	0.188872100388	0.0
148.0	GABRR1	0.188872100388	0.0
148.0	LIFR	0.188872100388	0.122367031979
148.0	MAP2K2	0.188872100388	0.0
148.0	MAPK1	0.188872100388	0.272714418721
148.0	PRKG1	0.188872100388	0.0
148.0	WDR83	0.188872100388	0.0
818.0	CILP	0.183634459378	0.0
